data_key,detail,urut_nasional,urut_provinsi,rerata,nilai_tertinggi,nilai_terendah,standar_deviasi
2317,Kemampuan Kuantitatif,363,59,546.049,699.4,365.33,73.82
2317,Kemampuan Memahami Bacaan dan Menulis,398,66,537.686,696.97,360.88,64.63
2317,Kemampuan Penalaran Umum,220,37,539.044,629.79,422.59,42.56
2317,Pengetahuan dan Pemahaman Umum,295,50,536.209,670.98,385.03,64.98
2318,Kemampuan Kuantitatif,335,28,549.017,691.3,394.52,60.72
2318,Kemampuan Memahami Bacaan dan Menulis,349,36,540.48,650.94,367.08,58.75
2318,Kemampuan Penalaran Umum,249,23,537.137,631.83,421.42,40.55
2318,Pengetahuan dan Pemahaman Umum,367,27,532.335,633.0,394.22,56.06
2319,Kemampuan Kuantitatif,284,1,554.467,698.83,391.03,73.59
2319,Kemampuan Memahami Bacaan dan Menulis,359,1,539.976,684.67,394.68,61.24
2319,Kemampuan Penalaran Umum,364,1,530.904,626.8,429.17,43.65
2319,Pengetahuan dan Pemahaman Umum,338,1,533.475,684.13,364.98,54.61
2320,Kemampuan Kuantitatif,361,59,546.361,706.17,384.66,67.91
2320,Kemampuan Memahami Bacaan dan Menulis,308,55,543.082,666.62,366.8,52.7
2320,Kemampuan Penalaran Umum,340,57,531.847,627.97,434.08,36.99
2320,Pengetahuan dan Pemahaman Umum,279,50,537.072,650.3,413.24,52.73
2321,Kemampuan Kuantitatif,277,42,554.913,704.74,396.4,76.41
2321,Kemampuan Memahami Bacaan dan Menulis,328,54,541.848,640.02,345.45,66.25
2321,Kemampuan Penalaran Umum,303,56,533.145,603.0,448.03,40.43
2321,Pengetahuan dan Pemahaman Umum,454,85,528.421,653.8,389.83,65.37
2322,Kemampuan Kuantitatif,311,42,552.201,708.01,385.58,67.73
2322,Kemampuan Memahami Bacaan dan Menulis,321,42,542.269,654.36,385.45,53.89
2322,Kemampuan Penalaran Umum,317,49,532.768,644.12,430.12,39.8
2322,Pengetahuan dan Pemahaman Umum,402,59,531.057,668.45,351.3,59.42
2323,Kemampuan Kuantitatif,351,50,547.123,694.39,361.1,69.37
2323,Kemampuan Memahami Bacaan dan Menulis,332,45,541.345,673.1,376.76,56.91
2323,Kemampuan Penalaran Umum,329,51,532.274,618.43,394.7,38.7
2323,Pengetahuan dan Pemahaman Umum,278,40,537.192,679.62,373.1,59.71
2324,Kemampuan Kuantitatif,278,1,554.908,710.61,377.5,81.92
2324,Kemampuan Memahami Bacaan dan Menulis,418,3,536.712,680.15,361.0,62.97
2324,Kemampuan Penalaran Umum,368,2,530.485,642.19,400.26,48.64
2324,Pengetahuan dan Pemahaman Umum,303,3,535.681,694.98,329.93,60.31
2325,Kemampuan Kuantitatif,297,39,553.941,721.15,386.25,70.36
2325,Kemampuan Memahami Bacaan dan Menulis,525,77,531.148,667.38,384.35,56.09
2325,Kemampuan Penalaran Umum,283,43,534.434,636.16,425.5,44.32
2325,Pengetahuan dan Pemahaman Umum,263,35,538.216,654.52,401.58,56.27
2326,Kemampuan Kuantitatif,321,51,550.757,715.87,377.29,67.61
2326,Kemampuan Memahami Bacaan dan Menulis,329,61,541.685,656.56,410.77,50.97
2326,Kemampuan Penalaran Umum,313,54,532.809,617.64,409.36,40.4
2326,Pengetahuan dan Pemahaman Umum,372,64,532.111,700.24,368.71,54.72
2327,Kemampuan Kuantitatif,313,46,552.022,695.15,379.25,70.81
2327,Kemampuan Memahami Bacaan dan Menulis,380,62,538.614,662.31,349.09,61.64
2327,Kemampuan Penalaran Umum,376,69,529.975,618.5,427.34,41.49
2327,Pengetahuan dan Pemahaman Umum,290,48,536.513,662.12,368.14,57.69
2328,Kemampuan Kuantitatif,316,66,551.885,695.07,360.63,66.69
2328,Kemampuan Memahami Bacaan dan Menulis,357,68,540.144,690.33,343.46,58.89
2328,Kemampuan Penalaran Umum,301,62,533.41,625.59,412.84,42.16
2328,Pengetahuan dan Pemahaman Umum,391,75,531.499,659.24,357.22,59.38
2329,Kemampuan Kuantitatif,342,48,548.078,697.82,370.01,66.29
2329,Kemampuan Memahami Bacaan dan Menulis,475,65,534.245,691.41,328.99,61.46
2329,Kemampuan Penalaran Umum,321,50,532.568,622.9,414.74,36.48
2329,Pengetahuan dan Pemahaman Umum,219,28,541.953,684.35,387.84,53.45
2330,Kemampuan Kuantitatif,355,67,546.711,707.37,382.22,69.46
2330,Kemampuan Memahami Bacaan dan Menulis,340,65,541.061,675.17,364.57,57.6
2330,Kemampuan Penalaran Umum,325,65,532.373,620.27,374.09,39.62
2330,Pengetahuan dan Pemahaman Umum,286,62,536.558,657.15,372.66,52.64
2331,Kemampuan Kuantitatif,262,5,558.293,704.87,407.61,68.59
2331,Kemampuan Memahami Bacaan dan Menulis,355,6,540.221,659.45,366.7,57.59
2331,Kemampuan Penalaran Umum,453,8,526.62,601.48,434.03,34.74
2331,Pengetahuan dan Pemahaman Umum,395,7,531.318,651.57,403.93,66.15
2332,Kemampuan Kuantitatif,359,58,546.569,712.49,357.84,76.81
2332,Kemampuan Memahami Bacaan dan Menulis,299,50,543.306,690.67,340.42,62.08
2332,Kemampuan Penalaran Umum,291,50,533.944,622.35,410.14,42.5
2332,Pengetahuan dan Pemahaman Umum,366,70,532.37,700.65,380.36,59.84
2333,Kemampuan Kuantitatif,331,23,549.722,704.8,374.87,78.63
2333,Kemampuan Memahami Bacaan dan Menulis,366,30,539.664,689.54,362.94,64.76
2333,Kemampuan Penalaran Umum,287,21,534.268,619.88,438.38,41.98
2333,Pengetahuan dan Pemahaman Umum,365,27,532.401,660.28,358.01,60.88
2334,Kemampuan Kuantitatif,312,43,552.047,705.53,359.45,68.07
2334,Kemampuan Memahami Bacaan dan Menulis,427,57,536.112,666.71,370.35,56.3
2334,Kemampuan Penalaran Umum,316,48,532.779,619.48,408.02,38.56
2334,Pengetahuan dan Pemahaman Umum,313,46,534.931,662.49,381.8,54.56
2335,Kemampuan Kuantitatif,282,27,554.504,710.36,399.07,60.84
2335,Kemampuan Memahami Bacaan dan Menulis,327,31,541.902,667.62,360.41,51.11
2335,Kemampuan Penalaran Umum,367,31,530.709,607.51,404.1,34.22
2335,Pengetahuan dan Pemahaman Umum,449,31,528.619,656.17,379.19,51.81
2336,Kemampuan Kuantitatif,209,33,565.297,687.16,445.02,67.13
2336,Kemampuan Memahami Bacaan dan Menulis,567,102,529.708,626.13,385.1,57.06
2336,Kemampuan Penalaran Umum,370,61,530.396,618.06,444.09,46.79
2336,Pengetahuan dan Pemahaman Umum,420,74,529.996,657.44,442.61,55.67
2337,Kemampuan Kuantitatif,301,14,553.475,689.83,421.66,59.03
2337,Kemampuan Memahami Bacaan dan Menulis,379,8,538.834,635.5,368.8,49.12
2337,Kemampuan Penalaran Umum,326,8,532.336,598.46,436.22,36.96
2337,Pengetahuan dan Pemahaman Umum,429,9,529.573,638.86,388.77,47.88
2338,Kemampuan Kuantitatif,373,60,544.99,710.05,356.27,73.06
2338,Kemampuan Memahami Bacaan dan Menulis,323,52,542.095,665.48,368.63,60.04
2338,Kemampuan Penalaran Umum,332,59,532.143,643.25,392.37,44.69
2338,Pengetahuan dan Pemahaman Umum,315,54,534.839,654.09,353.67,61.61
2339,Kemampuan Kuantitatif,429,71,538.89,703.66,360.63,71.26
2339,Kemampuan Memahami Bacaan dan Menulis,294,51,543.499,682.88,361.55,55.06
2339,Kemampuan Penalaran Umum,343,58,531.801,654.95,417.3,41.65
2339,Pengetahuan dan Pemahaman Umum,242,41,539.776,644.32,333.9,57.5
2340,Kemampuan Kuantitatif,254,1,559.554,709.08,400.45,72.65
2340,Kemampuan Memahami Bacaan dan Menulis,303,2,543.208,655.06,389.8,57.21
2340,Kemampuan Penalaran Umum,463,2,525.974,606.65,461.49,37.51
2340,Pengetahuan dan Pemahaman Umum,521,2,525.103,634.36,378.42,57.81
2341,Kemampuan Kuantitatif,368,54,545.526,694.46,379.33,69.31
2341,Kemampuan Memahami Bacaan dan Menulis,286,39,543.987,683.69,375.57,53.2
2341,Kemampuan Penalaran Umum,294,44,533.735,612.56,430.33,39.26
2341,Pengetahuan dan Pemahaman Umum,413,62,530.387,686.45,351.44,59.11
2342,Kemampuan Kuantitatif,349,57,547.246,681.5,370.35,66.19
2342,Kemampuan Memahami Bacaan dan Menulis,280,47,544.333,682.79,402.11,54.36
2342,Kemampuan Penalaran Umum,393,64,529.158,620.44,418.28,42.14
2342,Pengetahuan dan Pemahaman Umum,357,60,532.686,687.05,375.17,56.46
2343,Kemampuan Kuantitatif,154,8,574.346,698.67,441.42,72.1
2343,Kemampuan Memahami Bacaan dan Menulis,515,10,531.67,681.13,406.83,70.06
2343,Kemampuan Penalaran Umum,409,10,528.46,602.97,402.03,49.94
2343,Pengetahuan dan Pemahaman Umum,685,13,518.578,644.43,368.68,75.91
2344,Kemampuan Kuantitatif,339,2,548.487,701.56,388.07,70.66
2344,Kemampuan Memahami Bacaan dan Menulis,335,2,541.245,727.81,372.19,62.15
2344,Kemampuan Penalaran Umum,373,4,530.303,619.51,388.44,45.11
2344,Pengetahuan dan Pemahaman Umum,362,3,532.519,660.19,363.3,60.88
2345,Kemampuan Kuantitatif,307,62,552.648,666.07,417.69,73.84
2345,Kemampuan Memahami Bacaan dan Menulis,436,75,535.773,638.69,449.62,47.79
2345,Kemampuan Penalaran Umum,342,68,531.812,611.05,438.72,45.27
2345,Pengetahuan dan Pemahaman Umum,381,74,531.898,627.74,427.21,58.06
2346,Kemampuan Kuantitatif,364,60,545.975,707.05,401.5,65.01
2346,Kemampuan Memahami Bacaan dan Menulis,305,53,543.198,702.6,380.1,51.27
2346,Kemampuan Penalaran Umum,392,63,529.218,615.25,440.5,36.49
2346,Pengetahuan dan Pemahaman Umum,368,63,532.259,665.53,396.09,47.68
2347,Kemampuan Kuantitatif,98,33,584.939,677.98,413.16,73.22
2347,Kemampuan Memahami Bacaan dan Menulis,993,140,507.162,620.42,418.54,56.09
2347,Kemampuan Penalaran Umum,617,102,519.833,607.29,429.85,45.73
2347,Pengetahuan dan Pemahaman Umum,257,59,538.655,657.12,442.34,53.98
2348,Kemampuan Kuantitatif,377,31,544.443,695.7,384.39,61.85
2348,Kemampuan Memahami Bacaan dan Menulis,261,27,546.627,651.04,426.27,46.86
2348,Kemampuan Penalaran Umum,372,32,530.32,611.38,436.37,34.01
2348,Pengetahuan dan Pemahaman Umum,455,33,528.21,647.51,427.04,48.24
2349,Kemampuan Kuantitatif,329,11,549.814,696.41,423.13,62.88
2349,Kemampuan Memahami Bacaan dan Menulis,409,9,537.288,672.81,376.31,54.39
2349,Kemampuan Penalaran Umum,319,10,532.602,622.9,451.27,36.06
2349,Pengetahuan dan Pemahaman Umum,424,10,529.779,628.72,374.53,49.41
2350,Kemampuan Kuantitatif,374,62,544.967,709.49,385.64,68.27
2350,Kemampuan Memahami Bacaan dan Menulis,313,57,542.848,657.66,360.62,55.36
2350,Kemampuan Penalaran Umum,410,68,528.441,619.9,403.16,39.48
2350,Pengetahuan dan Pemahaman Umum,348,58,533.028,667.73,379.18,53.57
2351,Kemampuan Kuantitatif,395,5,543.011,634.45,429.74,62.86
2351,Kemampuan Memahami Bacaan dan Menulis,392,2,537.871,607.48,449.01,42.38
2351,Kemampuan Penalaran Umum,404,3,528.619,623.75,427.71,42.1
2351,Pengetahuan dan Pemahaman Umum,243,1,539.735,625.55,402.25,53.4
2352,Kemampuan Kuantitatif,370,70,545.319,710.36,388.12,71.96
2352,Kemampuan Memahami Bacaan dan Menulis,391,71,537.906,688.74,381.42,55.39
2352,Kemampuan Penalaran Umum,361,69,531.023,635.51,379.91,41.99
2352,Pengetahuan dan Pemahaman Umum,317,66,534.614,676.92,375.47,58.7
2353,Kemampuan Kuantitatif,372,55,545.111,703.32,363.4,67.85
2353,Kemampuan Memahami Bacaan dan Menulis,358,49,540.119,668.62,362.23,54.68
2353,Kemampuan Penalaran Umum,403,60,528.629,626.0,424.65,39.55
2353,Pengetahuan dan Pemahaman Umum,312,45,534.963,643.52,388.81,52.88
2354,Kemampuan Kuantitatif,424,3,539.299,708.06,372.8,72.67
2354,Kemampuan Memahami Bacaan dan Menulis,217,2,550.183,681.0,375.96,58.01
2354,Kemampuan Penalaran Umum,375,4,530.136,646.34,427.08,43.95
2354,Pengetahuan dan Pemahaman Umum,446,3,528.85,655.27,354.6,62.69
2355,Kemampuan Kuantitatif,360,52,546.4,706.03,375.82,73.82
2355,Kemampuan Memahami Bacaan dan Menulis,339,47,541.097,689.95,344.93,55.98
2355,Kemampuan Penalaran Umum,366,56,530.802,620.7,428.68,41.77
2355,Pengetahuan dan Pemahaman Umum,418,64,530.049,684.13,376.5,57.99
2356,Kemampuan Kuantitatif,283,35,554.471,707.94,378.12,70.64
2356,Kemampuan Memahami Bacaan dan Menulis,417,56,536.712,684.5,396.9,58.89
2356,Kemampuan Penalaran Umum,397,59,528.902,644.58,406.11,42.27
2356,Pengetahuan dan Pemahaman Umum,461,73,527.891,647.24,368.11,59.36
2357,Kemampuan Kuantitatif,343,55,548.042,694.39,391.45,69.98
2357,Kemampuan Memahami Bacaan dan Menulis,423,74,536.368,671.39,415.57,54.85
2357,Kemampuan Penalaran Umum,391,74,529.289,644.21,443.4,43.99
2357,Pengetahuan dan Pemahaman Umum,330,60,533.962,667.43,391.55,57.41
2358,Kemampuan Kuantitatif,439,3,537.996,703.89,391.09,78.22
2358,Kemampuan Memahami Bacaan dan Menulis,263,2,546.151,675.72,390.73,58.83
2358,Kemampuan Penalaran Umum,443,3,527.036,628.19,443.19,42.03
2358,Pengetahuan dan Pemahaman Umum,296,3,536.158,629.55,380.14,57.58
2359,Kemampuan Kuantitatif,346,49,547.457,713.45,370.01,72.07
2359,Kemampuan Memahami Bacaan dan Menulis,442,61,535.356,712.98,354.48,58.49
2359,Kemampuan Penalaran Umum,350,53,531.55,645.72,353.71,41.57
2359,Pengetahuan dan Pemahaman Umum,360,54,532.566,685.75,336.18,54.49
2360,Kemampuan Kuantitatif,304,6,553.09,705.25,454.46,66.47
2360,Kemampuan Memahami Bacaan dan Menulis,453,10,534.831,625.15,423.74,64.98
2360,Kemampuan Penalaran Umum,387,5,529.518,628.95,471.93,37.34
2360,Pengetahuan dan Pemahaman Umum,432,9,529.458,672.06,387.0,59.96
2361,Kemampuan Kuantitatif,305,41,552.872,692.11,377.29,75.0
2361,Kemampuan Memahami Bacaan dan Menulis,554,81,530.151,619.77,408.23,52.14
2361,Kemampuan Penalaran Umum,271,41,535.263,640.66,436.02,45.93
2361,Pengetahuan dan Pemahaman Umum,453,72,528.566,633.88,401.34,54.18
2362,Kemampuan Kuantitatif,299,49,553.812,706.26,403.82,68.95
2362,Kemampuan Memahami Bacaan dan Menulis,354,64,540.261,647.67,366.73,51.06
2362,Kemampuan Penalaran Umum,422,71,527.887,612.96,407.45,37.38
2362,Pengetahuan dan Pemahaman Umum,528,93,524.874,639.78,382.72,49.92
2363,Kemampuan Kuantitatif,455,79,537.159,704.62,389.89,72.07
2363,Kemampuan Memahami Bacaan dan Menulis,376,68,538.882,663.36,382.1,61.68
2363,Kemampuan Penalaran Umum,305,52,533.071,639.71,417.57,40.67
2363,Pengetahuan dan Pemahaman Umum,271,49,537.663,659.27,379.93,60.87
2364,Kemampuan Kuantitatif,394,66,543.096,696.63,370.87,64.03
2364,Kemampuan Memahami Bacaan dan Menulis,337,62,541.228,660.25,398.6,53.32
2364,Kemampuan Penalaran Umum,320,55,532.589,646.8,425.14,36.86
2364,Pengetahuan dan Pemahaman Umum,427,76,529.705,657.91,392.19,54.77
2365,Kemampuan Kuantitatif,723,128,520.424,693.27,385.3,82.32
2365,Kemampuan Memahami Bacaan dan Menulis,160,26,556.358,694.29,416.42,62.48
2365,Kemampuan Penalaran Umum,293,50,533.767,586.5,458.75,41.25
2365,Pengetahuan dan Pemahaman Umum,302,52,535.696,630.67,460.82,53.03
2366,Kemampuan Kuantitatif,356,7,546.67,713.42,378.31,76.15
2366,Kemampuan Memahami Bacaan dan Menulis,363,7,539.844,672.55,363.19,59.63
2366,Kemampuan Penalaran Umum,434,7,527.478,629.43,398.17,45.8
2366,Pengetahuan dan Pemahaman Umum,370,5,532.216,653.97,386.31,54.45
2367,Kemampuan Kuantitatif,396,66,542.961,718.12,375.75,74.71
2367,Kemampuan Memahami Bacaan dan Menulis,369,59,539.356,691.32,347.97,63.58
2367,Kemampuan Penalaran Umum,336,61,531.968,636.24,385.17,46.57
2367,Pengetahuan dan Pemahaman Umum,390,73,531.5,698.52,363.04,63.61
2368,Kemampuan Kuantitatif,344,55,547.934,706.85,354.43,68.13
2368,Kemampuan Memahami Bacaan dan Menulis,402,74,537.571,684.44,365.52,58.01
2368,Kemampuan Penalaran Umum,417,70,528.205,648.12,437.48,41.92
2368,Pengetahuan dan Pemahaman Umum,387,65,531.594,662.81,345.12,53.71
2369,Kemampuan Kuantitatif,336,53,548.749,689.16,370.01,71.95
2369,Kemampuan Memahami Bacaan dan Menulis,474,89,534.259,659.67,368.15,53.9
2369,Kemampuan Penalaran Umum,388,72,529.513,623.8,422.74,41.87
2369,Pengetahuan dan Pemahaman Umum,369,71,532.222,703.74,361.63,59.3
2370,Kemampuan Kuantitatif,375,3,544.736,685.77,382.25,73.85
2370,Kemampuan Memahami Bacaan dan Menulis,346,2,540.795,660.61,399.34,74.81
2370,Kemampuan Penalaran Umum,436,2,527.353,620.86,409.27,48.27
2370,Pengetahuan dan Pemahaman Umum,396,2,531.284,627.76,382.15,59.83
2371,Kemampuan Kuantitatif,273,1,555.244,709.94,420.69,79.86
2371,Kemampuan Memahami Bacaan dan Menulis,448,2,534.946,637.58,458.08,50.94
2371,Kemampuan Penalaran Umum,265,1,535.531,618.55,414.96,52.24
2371,Pengetahuan dan Pemahaman Umum,688,3,518.407,628.38,393.26,60.79
2372,Kemampuan Kuantitatif,384,56,543.741,689.79,384.71,74.0
2372,Kemampuan Memahami Bacaan dan Menulis,375,53,538.939,674.39,367.75,62.0
2372,Kemampuan Penalaran Umum,355,54,531.316,610.18,402.29,44.77
2372,Pengetahuan dan Pemahaman Umum,426,66,529.708,659.81,392.95,61.37
2373,Kemampuan Kuantitatif,459,27,536.818,703.3,377.4,78.11
2373,Kemampuan Memahami Bacaan dan Menulis,320,26,542.343,688.99,323.84,61.65
2373,Kemampuan Penalaran Umum,341,24,531.832,625.31,437.1,43.7
2373,Pengetahuan dan Pemahaman Umum,356,25,532.695,657.38,397.55,60.04
2374,Kemampuan Kuantitatif,399,26,542.744,721.22,364.18,74.49
2374,Kemampuan Memahami Bacaan dan Menulis,283,20,544.301,696.77,379.74,58.03
2374,Kemampuan Penalaran Umum,406,28,528.531,634.8,418.83,42.46
2374,Pengetahuan dan Pemahaman Umum,457,31,528.057,686.06,382.42,57.19
2375,Kemampuan Kuantitatif,403,68,542.399,707.56,378.31,70.7
2375,Kemampuan Memahami Bacaan dan Menulis,377,60,538.869,681.14,365.62,57.5
2375,Kemampuan Penalaran Umum,401,77,528.663,609.46,397.0,38.71
2375,Pengetahuan dan Pemahaman Umum,341,65,533.37,663.49,380.12,50.95
2376,Kemampuan Kuantitatif,408,70,541.975,694.24,390.06,74.93
2376,Kemampuan Memahami Bacaan dan Menulis,405,68,537.481,660.35,359.69,61.04
2376,Kemampuan Penalaran Umum,467,91,525.81,649.13,413.95,43.4
2376,Pengetahuan dan Pemahaman Umum,269,46,537.966,658.1,357.62,57.42
2377,Kemampuan Kuantitatif,326,6,550.231,707.57,370.76,72.41
2377,Kemampuan Memahami Bacaan dan Menulis,454,7,534.831,661.91,375.41,58.28
2377,Kemampuan Penalaran Umum,394,7,529.071,619.61,411.12,43.34
2377,Pengetahuan dan Pemahaman Umum,439,7,529.027,641.84,383.01,56.76
2378,Kemampuan Kuantitatif,383,64,543.792,695.7,363.44,67.38
2378,Kemampuan Memahami Bacaan dan Menulis,368,65,539.429,682.68,388.19,53.9
2378,Kemampuan Penalaran Umum,399,66,528.72,625.06,434.04,35.91
2378,Pengetahuan dan Pemahaman Umum,404,69,530.929,654.03,379.04,51.26
2380,Kemampuan Kuantitatif,293,10,554.192,704.26,401.77,67.26
2380,Kemampuan Memahami Bacaan dan Menulis,501,11,532.755,677.76,379.76,57.37
2380,Kemampuan Penalaran Umum,430,11,527.561,613.22,419.87,39.06
2380,Pengetahuan dan Pemahaman Umum,462,11,527.857,652.05,398.98,53.1
2379,Kemampuan Kuantitatif,460,28,536.717,716.34,364.31,78.69
2379,Kemampuan Memahami Bacaan dan Menulis,360,29,539.916,619.88,419.34,50.92
2379,Kemampuan Penalaran Umum,345,25,531.701,611.88,432.73,39.38
2379,Pengetahuan dan Pemahaman Umum,327,23,534.03,664.54,373.17,63.37
2381,Kemampuan Kuantitatif,393,7,543.099,711.27,360.91,79.16
2381,Kemampuan Memahami Bacaan dan Menulis,414,6,537.11,667.99,381.38,60.48
2381,Kemampuan Penalaran Umum,374,6,530.224,655.29,394.99,47.62
2381,Pengetahuan dan Pemahaman Umum,379,6,531.915,693.27,369.85,62.2
2382,Kemampuan Kuantitatif,390,65,543.181,726.25,384.25,73.98
2382,Kemampuan Memahami Bacaan dan Menulis,580,112,529.216,661.82,377.58,59.35
2382,Kemampuan Penalaran Umum,299,54,533.458,636.96,399.99,45.37
2382,Pengetahuan dan Pemahaman Umum,298,51,536.144,674.16,363.26,62.11
2383,Kemampuan Kuantitatif,386,65,543.643,681.88,375.07,63.18
2383,Kemampuan Memahami Bacaan dan Menulis,352,63,540.411,688.23,399.07,48.09
2383,Kemampuan Penalaran Umum,428,72,527.707,619.59,420.86,35.9
2383,Pengetahuan dan Pemahaman Umum,416,73,530.192,682.01,377.92,48.89
2384,Kemampuan Kuantitatif,522,76,532.629,681.83,374.73,67.28
2384,Kemampuan Memahami Bacaan dan Menulis,277,37,544.695,668.66,379.98,50.45
2384,Kemampuan Penalaran Umum,339,52,531.859,636.69,425.63,40.93
2384,Pengetahuan dan Pemahaman Umum,355,53,532.757,643.22,365.9,54.35
2385,Kemampuan Kuantitatif,357,3,546.626,693.3,389.13,69.69
2385,Kemampuan Memahami Bacaan dan Menulis,421,5,536.541,688.53,374.09,57.68
2385,Kemampuan Penalaran Umum,337,2,531.963,632.71,433.76,39.98
2385,Pengetahuan dan Pemahaman Umum,491,4,526.558,662.76,348.54,57.07
2386,Kemampuan Kuantitatif,367,61,545.586,701.35,407.02,77.29
2386,Kemampuan Memahami Bacaan dan Menulis,400,73,537.66,681.79,406.29,56.36
2386,Kemampuan Penalaran Umum,344,59,531.712,626.78,425.98,42.2
2386,Pengetahuan dan Pemahaman Umum,489,86,526.617,632.76,411.72,49.29
2387,Kemampuan Kuantitatif,746,109,519.453,639.48,436.32,57.39
2387,Kemampuan Memahami Bacaan dan Menulis,219,47,549.816,641.2,455.23,51.88
2387,Kemampuan Penalaran Umum,389,71,529.501,601.05,456.55,37.32
2387,Pengetahuan dan Pemahaman Umum,208,52,542.579,686.95,422.94,62.58
2388,Kemampuan Kuantitatif,385,63,543.732,634.17,432.06,67.24
2388,Kemampuan Memahami Bacaan dan Menulis,231,43,549.096,699.44,426.03,63.24
2388,Kemampuan Penalaran Umum,567,115,521.328,619.61,437.21,45.68
2388,Pengetahuan dan Pemahaman Umum,483,91,527.074,626.92,416.85,58.58
2389,Kemampuan Kuantitatif,599,116,527.676,683.83,376.43,63.25
2389,Kemampuan Memahami Bacaan dan Menulis,207,41,551.507,690.96,396.4,62.35
2389,Kemampuan Penalaran Umum,411,79,528.429,622.16,439.93,41.03
2389,Pengetahuan dan Pemahaman Umum,340,64,533.421,639.17,409.68,58.36
2390,Kemampuan Kuantitatif,387,64,543.43,700.18,368.9,71.17
2390,Kemampuan Memahami Bacaan dan Menulis,449,80,534.905,710.26,371.4,58.43
2390,Kemampuan Penalaran Umum,296,53,533.583,632.34,428.71,37.67
2390,Pengetahuan dan Pemahaman Umum,447,83,528.75,658.73,343.7,63.06
2391,Kemampuan Kuantitatif,413,61,540.966,684.68,364.28,65.61
2391,Kemampuan Memahami Bacaan dan Menulis,506,72,532.411,665.26,389.1,58.75
2391,Kemampuan Penalaran Umum,357,55,531.185,625.96,396.57,39.78
2391,Pengetahuan dan Pemahaman Umum,300,43,535.824,646.41,377.08,57.02
2392,Kemampuan Kuantitatif,430,75,538.798,700.83,381.61,68.11
2392,Kemampuan Memahami Bacaan dan Menulis,388,64,538.229,679.0,352.17,57.82
2392,Kemampuan Penalaran Umum,371,68,530.333,622.67,406.32,40.77
2392,Pengetahuan dan Pemahaman Umum,350,66,532.928,673.08,384.96,56.46
2393,Kemampuan Kuantitatif,431,34,538.647,687.62,406.95,64.69
2393,Kemampuan Memahami Bacaan dan Menulis,344,35,540.892,655.27,408.1,56.87
2393,Kemampuan Penalaran Umum,306,27,533.068,628.38,426.63,40.99
2393,Pengetahuan dan Pemahaman Umum,470,35,527.547,670.2,403.42,52.91
2394,Kemampuan Kuantitatif,315,44,551.909,723.35,414.5,71.83
2394,Kemampuan Memahami Bacaan dan Menulis,370,52,539.338,650.67,418.7,55.5
2394,Kemampuan Penalaran Umum,744,106,515.829,595.73,441.78,41.64
2394,Pengetahuan dan Pemahaman Umum,353,52,532.89,623.17,389.87,51.2
2395,Kemampuan Kuantitatif,325,46,550.375,694.62,366.7,72.02
2395,Kemampuan Memahami Bacaan dan Menulis,597,84,528.779,664.21,349.65,59.97
